id,trial,AgeGroup,age_yr,age_mo,question_cond,quality_cond,exposure_cond,n_attempts_color,n_attempts_head,n_attempts_legs,exp_answer_response,exp_answer_correct,trial_index,trial_type,hint_a,hint_b,hint_c,r_shape,r_legs,b_shape,b_legs,p_shape,p_legs,question,question_program,question_abstracted_idealized,notes,EIG,entropy,question_standard
1237,4,Kids,6,82,heads,bad,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Do any of them have a circle head?,(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(any (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,0.5435644431995978,6.1699250014423175,Do any of the monsters have a circle head?
1238,1,Kids,7,85,legs,good,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Does the blue monster have a square head?,(== (shape b) Square),(== (shape c) s),NA,1.0000000000000007,6.754887502163456,Does the blue monster have a square head?
1238,2,Kids,7,85,legs,good,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Does the red monster have a circle head?,(== (shape r) Circle),(== (shape c) s),NA,1,2,Does the red monster have a circle head?
1238,3,Kids,7,85,legs,good,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Does the blue monster have two legs?,(== (legs b) 2),(== (legs c) n),NA,0.9182958340544891,4.584962500721156,Does the blue monster have two legs?
1238,4,Kids,7,85,legs,good,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does the purple monster have two legs?,(== (legs p) 2),(== (legs c) n),NA,0.9182958340544896,1.584962500721156,Does the purple monster have two legs?
1240,1,Kids,10,121,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs would they all have combined?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,1.584962500721156,1.584962500721156,How many legs do all the monsters have combined together?
1240,2,Kids,10,121,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many legs would they all have combined?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,1.584962500721156,4.584962500721156,How many legs do all the monsters have combined together?
1240,3,Kids,10,121,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many sides do the head have,NA,NA,ambiguous,NA,6.754887502163456,NA
1240,4,Kids,10,121,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,How many sides do the head have,NA,NA,ambiguous,NA,2,NA
1241,1,Kids,5,64,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,What has two legs,NA,NA,invalid,NA,5.75488750216347,NA
1241,2,Kids,5,64,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What has 3 legs,NA,NA,invalid,NA,1,NA
1241,3,Kids,5,64,heads,good,exposure,3,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Is the blue and the purple have two legs?,(and (== (legs b) 2) (== (legs p) 2)),(and (== (legs c) n) (== (legs c) n)),NA,0.5032583347756454,3.169925001442312,Do the blue monster and the purple monster both have two legs?
1241,4,Kids,5,64,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Is the purple and the blue and the red in the box,NA,NA,invalid,NA,6.1699250014423175,NA
1242,1,Kids,10,131,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Does the blue monster have a circle head?,(== (shape b) Circle),(== (shape c) s),NA,0.9999999999999994,5.75488750216347,Does the blue monster have a circle head?
1242,2,Kids,10,131,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a circle head?,(== (shape r) Circle),(== (shape c) s),NA,1,1,Does the red monster have a circle head?
1242,3,Kids,10,131,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many legs does the blue monster have?,(legs b),(legs c),NA,1.584962500721156,3.169925001442312,How many legs does the blue monster have?
1242,4,Kids,10,131,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,What head does the purple monster have?,(shape p),(shape c),NA,0.9999999999999999,6.1699250014423175,What shape is the purple monster's head?
1243,1,Kids,10,131,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,NA,NA,NA,missing,NA,1,NA
1243,2,Kids,10,131,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Which monsters are in the box,NA,NA,invalid,NA,5.75488750216347,NA
1243,3,Kids,10,131,heads,good,exposure,3,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many legs does the blue monster have and is it related to the purple monster,NA,NA,invalid,NA,3.169925001442312,NA
1243,4,Kids,10,131,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,NA,NA,NA,missing,NA,6.1699250014423175,NA
1244,1,Kids,5,62,legs,bad,exposure,3,2,4,3,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,"“circle, circle, circle, what do I do,",NA,NA,invalid,NA,2,NA
1244,2,Kids,5,62,legs,bad,exposure,3,2,4,3,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Circle,NA,NA,invalid,NA,6.754887502163456,NA
1244,3,Kids,5,62,legs,bad,exposure,3,2,4,3,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,B,NA,NA,invalid,NA,1.584962500721156,NA
1244,4,Kids,5,62,legs,bad,exposure,3,2,4,3,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,2,NA,NA,invalid,NA,4.584962500721156,NA
1245,1,Kids,5,64,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Does the red monster have a circle head?,(== (shape r) Circle),(== (shape c) s),NA,1,2,Does the red monster have a circle head?
1245,2,Kids,5,64,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Does the blue monster have a square head?,(== (shape b) Square),(== (shape c) s),NA,1.0000000000000007,6.754887502163456,Does the blue monster have a square head?
1245,3,Kids,5,64,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Does the purple monster have a circle head?,(== (shape p) Circle),(== (shape c) s),NA,0.9999999999999998,4.584962500721156,Does the purple monster have a circle head?
1245,4,Kids,5,64,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does the purple monster have three legs?,(== (legs p) 3),(== (legs c) n),NA,0.9182958340544896,1.584962500721156,Does the purple monster have three legs?
1246,1,Kids,9,119,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Are all three monsters the same?,(and (=== (map (lambda x0 (legs x0)) (set b r p))) (=== (map (lambda x0 (shape x0)) (set b r p)))),(and (=== (map (lambda x0 (legs x0)) (set b r p))) (=== (map (lambda x0 (shape x0)) (set b r p)))),NA,0.30954342915032534,5.75488750216347,Do all the monsters have the same number of legs and the same head shape?
1246,2,Kids,9,119,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Is the red monster the same as the purple monster,NA,NA,ambiguous,NA,6.1699250014423175,NA
1246,3,Kids,9,119,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What shape is the red monster's head?,(shape r),(shape c),NA,1,1,What shape is the red monster's head?
1246,4,Kids,9,119,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Do all three monsters have the same number of legs?,(=== (map (lambda x0 (legs x0)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),NA,0.5032583347756454,3.169925001442312,Do all the monsters have the same number of legs?
1247,1,Kids,6,83,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Which ones match,NA,NA,invalid,NA,2,NA
1247,2,Kids,6,83,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,How many legs does the purple monster have?
1247,3,Kids,6,83,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many legs do the monsters have,NA,NA,ambiguous,NA,6.754887502163456,NA
1247,4,Kids,6,83,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Which heads match,NA,NA,invalid,NA,4.584962500721156,NA
1249,1,Kids,9,117,legs,good,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Do any of the monsters have three legs?,(any (map (lambda x0 (== (legs x0) 3)) (set b r p))),(any (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.8767162889994637,6.754887502163456,Do any of the monsters have three legs?
1249,2,Kids,9,117,legs,good,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Do any of the monsters have two feet?,(any (map (lambda x0 (== (legs x0) 2)) (set b r p))),(any (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.9182958340544896,1.584962500721156,Do any of the monsters have two legs?
1249,3,Kids,9,117,legs,good,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Which monsters have square heads,NA,NA,invalid,NA,2,NA
1249,4,Kids,9,117,legs,good,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Do any of the monsters have a square head?,(any (map (lambda x0 (== (shape x0) Square)) (set b r p))),(any (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,0.5435644431995954,4.584962500721156,Do any of the monsters have a square head?
1250,1,Kids,7,86,heads,bad,baseline,3,2,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,What shape is the blue monster's head?,(shape b),(shape c),NA,0.9999999999999994,5.75488750216347,What shape is the blue monster's head?
1250,2,Kids,7,86,heads,bad,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Shapes are the monster's head,NA,NA,ambiguous,NA,6.1699250014423175,NA
1250,3,Kids,7,86,heads,bad,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Blue one purple monster have,NA,NA,ambiguous,NA,3.169925001442312,NA
1250,4,Kids,7,86,heads,bad,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,NA,NA,NA,missing,NA,1,NA
1253,1,Kids,5,67,legs,bad,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does the blue monster have the same head as the purple monster?,(== (shape b) (shape p)),(== (shape c) (shape c)),NA,-0,1.584962500721156,Is the blue monster's head the same shape as the purple monster's head?
1253,2,Kids,5,67,legs,bad,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Does the purple monster have the same head as the red monster?,(== (shape p) (shape r)),(== (shape c) (shape c)),NA,1,2,Is the purple monster's head the same shape as the red monster's head?
1253,3,Kids,5,67,legs,bad,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Does the blue monster have the same leg as the red?,(== (legs b) (legs r)),(== (legs c) (legs c)),NA,0.9182958340544891,4.584962500721156,Does the blue monster have the same number of legs as the red monster?
1253,4,Kids,5,67,legs,bad,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Does the purple monster have the same head as the red?,(== (shape p) (shape r)),(== (shape c) (shape c)),NA,1.0000000000000007,6.754887502163456,Is the purple monster's head the same shape as the red monster's head?
1254,1,Kids,9,115,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does red have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,Does the red monster have a square head?
1254,2,Kids,9,115,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Does blue have more legs than purple?,(> (legs b) (legs p)),(> (legs c) (legs c)),NA,0.9182958340544896,3.169925001442312,Does the blue monster have more legs than the purple monster?
1254,3,Kids,9,115,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many legs does red have?,(legs r),(legs c),NA,1.584962500721156,6.1699250014423175,How many legs does the red monster have?
1254,4,Kids,9,115,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Is blue's head square?,(== (shape b) Square),(== (shape c) s),NA,0.9999999999999994,5.75488750216347,Does the blue monster have a square head?
1257,1,Kids,6,74,legs,bad,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Is the monster purple,NA,NA,invalid,NA,1.584962500721156,NA
1257,2,Kids,6,74,legs,bad,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Is it red,NA,NA,invalid,NA,4.584962500721156,NA
1257,3,Kids,6,74,legs,bad,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Is it blue,NA,NA,invalid,NA,6.754887502163456,NA
1257,4,Kids,6,74,legs,bad,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Is it red,NA,NA,invalid,NA,2,NA
1258,1,Kids,5,66,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Which one has a circle head,NA,NA,invalid,NA,4.584962500721156,NA
1258,2,Kids,5,66,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple one have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,How many legs does the purple monster have?
1258,3,Kids,5,66,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,What shape is the red one's head?,(shape r),(shape c),NA,1.0000000000000007,6.754887502163456,What shape is the red monster's head?
1258,4,Kids,5,66,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,What shape is the red one's head?,(shape r),(shape c),NA,1,2,What shape is the red monster's head?
1260,1,Kids,6,82,legs,good,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many of the monster have two legs?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.6982458350160305,6.754887502163456,How many monsters have two legs?
1260,2,Kids,6,82,legs,good,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many monsters have two legs?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.9182958340544896,1.584962500721156,How many monsters have two legs?
1260,3,Kids,6,82,legs,good,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Does the blue monster have the same amount of legs as the purple monster?,(== (legs b) (legs p)),(== (legs c) (legs c)),NA,0.9182958340544891,4.584962500721156,Does the blue monster have the same number of legs as the purple monster?
1260,4,Kids,6,82,legs,good,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Do the red monster and the blue monster have the same head?,(== (shape r) (shape b)),(== (shape c) (shape c)),NA,1,2,Is the red monster's head the same shape as the blue monster's head?
1261,1,Kids,5,61,legs,bad,exposure,3,2,3,3,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple one have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,How many legs does the purple monster have?
1261,2,Kids,5,61,legs,bad,exposure,3,2,3,3,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,what kind of heads do they have,NA,NA,invalid,NA,4.584962500721156,NA
1261,3,Kids,5,61,legs,bad,exposure,3,2,3,3,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,how many legs does it have,NA,NA,ambiguous,NA,6.754887502163456,NA
1261,4,Kids,5,61,legs,bad,exposure,3,2,3,3,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,What heads do they have,NA,NA,invalid,NA,2,NA
1263,1,Kids,10,121,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,How many have square heads?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1,1,How many monsters have a square head?
1263,2,Kids,10,121,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Do any of them have a circle head?,(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(any (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,0.5435644431995978,6.1699250014423175,Do any of the monsters have a circle head?
1263,3,Kids,10,121,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many have three legs?,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.6982458350160314,5.75488750216347,How many monsters have three legs?
1263,4,Kids,10,121,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Does blue and purple have two legs?,(and (== (legs b) 2) (== (legs p) 2)),(and (== (legs c) n) (== (legs c) n)),NA,0.5032583347756454,3.169925001442312,Do the blue monster and the purple monster both have two legs?
1264,1,Kids,9,110,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the purple monster and the red monster have the same heads?,(== (shape p) (shape r)),(== (shape c) (shape c)),NA,1,1,Is the purple monster's head the same shape as the red monster's head?
1264,2,Kids,9,110,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,"Which head does the blue monster have, circle or square?",(shape b),(shape c),NA,0.9999999999999999,6.1699250014423175,What shape is the blue monster's head?
1264,3,Kids,9,110,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Do the blue monster and the purple monster both have two legs?,(and (== (legs b) 2) (== (legs p) 2)),(and (== (legs c) n) (== (legs c) n)),NA,0.5032583347756454,3.169925001442312,Do the blue monster and the purple monster both have two legs?
1264,4,Kids,9,110,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Does the blue monster have a square head?,(== (shape b) Square),(== (shape c) s),NA,0.9999999999999994,5.75488750216347,Does the blue monster have a square head?
1265,1,Kids,7,92,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1,1,How many monsters have a square head?
1265,2,Kids,7,92,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,6.1699250014423175,How many monsters have a circle head?
1265,3,Kids,7,92,heads,good,exposure,3,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many monsters have three legs,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.3921472236645345,3.169925001442312,How many monsters have three legs?
1265,4,Kids,7,92,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many monsters have two legs?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.6982458350160314,5.75488750216347,How many monsters have two legs?
1266,1,Kids,7,92,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,What shape of head do they have,NA,NA,invalid,NA,4.584962500721156,NA
1266,2,Kids,7,92,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,What head shapes are the red and blue [monster],NA,NA,invalid,NA,2,NA
1266,3,Kids,7,92,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,How many legs does the purple monster have?
1266,4,Kids,7,92,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,What shapes does the heads have,NA,NA,invalid,NA,6.754887502163456,NA
1268,1,Kids,7,84,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many have two legs?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.6982458350160314,5.75488750216347,How many monsters have two legs?
1268,2,Kids,7,84,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many monsters have square heads?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,6.1699250014423175,How many monsters have a square head?
1268,3,Kids,7,84,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a square?,(== (shape r) Square),(== (shape c) s),NA,1,1,Does the red monster have a square head?
