id,trial,AgeGroup,AgeGroup_Split,age_yr,age_mo,age_mo_center,question_cond,quality_cond,exposure_cond,n_attempts_color,n_attempts_head,n_attempts_legs,exp_answer_response,exp_answer_correct,trial_index,trial_type,hint_a,hint_b,hint_c,r_shape,r_legs,b_shape,b_legs,p_shape,p_legs,question,question_standard,question_program,question_abstracted_idealized,notes,EIG,entropy,match_head,match_legs,target_match,target_sim_standard,target_dist,same_as_last,sim_to_last_standard,dist_to_last,prev_trial_indices_reuse,prev_trial_indices_remixing
1303,4,Kids,7- to 8-year-olds,8,98,2.6803652968036573,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,"do they all have the same heads or do they have the different heads, and how many legs do they have in total",NA,NA,NA,invalid,NA,4.584962500721156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1305,1,Kids,7- to 8-year-olds,8,99,3.6803652968036573,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Does all of them have square heads?,Do all the monsters have a square head?,(all (map (lambda x0 (== (shape x0) Square)) (set b r p))),(all (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,0.5435644431995978,6.1699250014423175,0,0,0,0.9209755659103394,1,NA,NA,NA,NA,NA
1305,2,Kids,7- to 8-year-olds,8,99,3.6803652968036573,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Do they all have two legs or three legs?,Do all the monsters have two or three legs?,(all (map (lambda x0 (or (== (legs x0) 2) (== (legs x0) 3))) (set b r p))),(all (map (lambda x0 (or (== (legs x0) n) (== (legs x0) n))) (set b r p))),NA,0.8767162889994637,5.75488750216347,0,0,0,0.6928666830062866,8,0,0.68404221534729,7,best_heads,best_heads
1305,3,Kids,7- to 8-year-olds,8,99,3.6803652968036573,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Do they have 2 legs,NA,NA,NA,ambiguous,NA,3.169925001442312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1305,4,Kids,7- to 8-year-olds,8,99,3.6803652968036573,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does that one have a square head?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,0,0,0,0.806182861328125,9,0,0.8382570743560791,9,"best_heads,nonbest_heads","best_heads,nonbest_heads"
1307,1,Kids,5- to 6-year-olds,5,63,-32.31963470319634,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,"Hm, the red one has a square head",NA,NA,NA,invalid,NA,4.584962500721156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1307,2,Kids,5- to 6-year-olds,5,63,-32.31963470319634,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,"Hm, the purple one has 3 legs",NA,NA,NA,invalid,NA,1.584962500721156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1307,3,Kids,5- to 6-year-olds,5,63,-32.31963470319634,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,The red one has a square head,NA,NA,NA,invalid,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1307,4,Kids,5- to 6-year-olds,5,63,-32.31963470319634,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,The red one has a circle head,NA,NA,NA,invalid,NA,6.754887502163456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1310,1,Kids,7- to 8-year-olds,7,88,-7.319634703196343,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many does all the monsters have combined together,NA,NA,NA,ambiguous,NA,4.584962500721156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1310,2,Kids,7- to 8-year-olds,7,88,-7.319634703196343,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Is there two of one shape?,Do two of the monsters have the same head shape?,(== (setSize (unique (map (lambda x0 (shape x0)) (set b r p)))) 2),(== (setSize (unique (map (lambda x0 (shape x0)) (set b r p)))) n),NA,0.8112781244591328,2,0,0,0,0.5916528105735779,5,NA,NA,NA,NA,NA
1310,3,Kids,7- to 8-year-olds,7,88,-7.319634703196343,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many legs are all combined together?,How many legs do all the monsters have combined together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,2.5259686330010953,6.754887502163456,0,1,1,1,0,0,0.5916528105735779,5,zero_legs,zero_legs
1310,4,Kids,7- to 8-year-olds,7,88,-7.319634703196343,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Is it a total of nine legs?,Do all the monsters have nine legs combined together?,(== (++ (map (lambda x0 (legs x0)) (set b r p))) 9),(== (++ (map (lambda x0 (legs x0)) (set b r p))) n),NA,0.9182958340544896,1.584962500721156,0,0,0,0.9279392957687378,2,0,0.9279392957687378,2,"zero_legs,best_legs","zero_legs,best_legs"
1311,1,Kids,7- to 8-year-olds,8,102,6.680365296803657,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Do the red monster and blue monster have two different heads?,Does the red monster have a different head shape from the blue monster?,(not (== (shape r) (shape b))),(not (== (shape c) (shape c))),NA,1,2,0,0,0,0.4975525736808777,9,NA,NA,NA,NA,NA
1311,2,Kids,7- to 8-year-olds,8,102,6.680365296803657,legs,bad,exposure,3,2,3,6,6,NA_legs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1311,3,Kids,7- to 8-year-olds,8,102,6.680365296803657,legs,bad,exposure,3,2,3,6,6,NA_legs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1311,4,Kids,7- to 8-year-olds,8,102,6.680365296803657,legs,bad,exposure,3,2,3,6,6,NA_legs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1312,1,Kids,7- to 8-year-olds,7,93,-2.3196347031963427,legs,good,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Does the blue monster have a square?,Does the blue monster have a square head?,(== (shape b) Square),(== (shape c) s),NA,1.0000000000000009,6.754887502163456,0,0,0,0.5054612159729004,10,NA,NA,NA,NA,NA
1312,2,Kids,7- to 8-year-olds,7,93,-2.3196347031963427,legs,good,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Does the red monster have a square or a circle?,What shape is the red monster's head?,(shape r),(shape c),NA,1,2,0,0,0,0.5001871585845947,9,0,0.7487483024597168,2,best_legs,best_legs
1312,3,Kids,7- to 8-year-olds,7,93,-2.3196347031963427,legs,good,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,"Does the purple monster have one, or two, or three legs?",How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,0,0,0,0.7946264743804932,9,0,0.601250946521759,1,"best_legs,zero_legs","best_legs,zero_legs"
1312,4,Kids,7- to 8-year-olds,7,93,-2.3196347031963427,legs,good,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Does the red monster have a square head or a circle head?,What shape is the red monster's head?,(shape r),(shape c),NA,0.9999999999999998,4.584962500721156,0,0,0,0.5001871585845947,9,1,0.7487483024597168,1,"best_legs,zero_legs,overcomplex_legs","best_legs,overcomplex_legs"
1316,1,Kids,7- to 8-year-olds,7,94,-1.3196347031963427,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,What shape is the blue monster's head?,What shape is the blue monster's head?,(shape b),(shape c),NA,0.9999999999999994,5.75488750216347,0,0,0,0.7162408232688904,11,NA,NA,NA,NA,NA
1316,2,Kids,7- to 8-year-olds,7,94,-1.3196347031963427,heads,good,exposure,3,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Does the blue monster and purple monster have two legs?,Do the blue monster and the purple monster both have two legs?,(and (== (legs b) 2) (== (legs p) 2)),(and (== (legs c) n) (== (legs c) n)),NA,0.5032583347756454,3.169925001442312,0,0,0,0.5472090244293213,11,0,0.628487229347229,8,nonbest_heads,nonbest_heads
1316,3,Kids,7- to 8-year-olds,7,94,-1.3196347031963427,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,"Does the purple monster, the blue monster, and the red monster have circle heads?",Do all the monsters have a circle head?,(all (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(all (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,0.5435644431995978,6.1699250014423175,0,0,0,0.7609058618545532,1,0,0.6913741827011108,11,"nonbest_heads,zero_heads","nonbest_heads,zero_heads"
1316,4,Kids,7- to 8-year-olds,7,94,-1.3196347031963427,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a square head?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,0,0,0,0.806182861328125,9,0,0.7664179801940918,2,"nonbest_heads,zero_heads,best_heads","nonbest_heads,zero_heads,best_heads"
1317,1,Kids,5- to 6-year-olds,6,79,-16.319634703196343,legs,good,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs do the purple monster has?,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,0,0,0,0.7946264743804932,9,NA,NA,NA,NA,NA
1317,2,Kids,5- to 6-year-olds,6,79,-16.319634703196343,legs,good,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,how many legs does the blue monsters have and what shape is the head for all the monsters except the red one,NA,NA,NA,invalid,NA,4.584962500721156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1317,3,Kids,5- to 6-year-olds,6,79,-16.319634703196343,legs,good,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,What shape is the red and blue monster's head,NA,NA,NA,invalid,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1317,4,Kids,5- to 6-year-olds,6,79,-16.319634703196343,legs,good,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many legs do all of the monster have and what shape is the head for the blue and red monsters,NA,NA,NA,invalid,NA,6.754887502163456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1318,1,Kids,9- to 10-year-olds,9,108,12.680365296803657,heads,bad,baseline,3,3,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,How many monsters have square heads?,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1,1,1,0,1,1,0,NA,NA,NA,NA,NA
1318,2,Kids,9- to 10-year-olds,9,108,12.680365296803657,heads,bad,baseline,3,3,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many monsters have three legs?,How many monsters have three legs?,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.6982458350160314,5.75488750216347,0,0,0,0.7185002565383911,2,0,0.7185002565383911,2,overcomplex_heads,overcomplex_heads
1318,3,Kids,9- to 10-year-olds,9,108,12.680365296803657,heads,bad,baseline,3,3,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many monsters have heads that are squares?,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,6.1699250014423175,1,0,1,1,0,1,0.7185002565383911,2,"overcomplex_heads,nonbest_heads",nonbest_heads
1318,4,Kids,9- to 10-year-olds,9,108,12.680365296803657,heads,bad,baseline,3,3,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many people have two legs?,How many monsters have two legs?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.3921472236645345,3.169925001442312,0,0,0,0.7383034825325012,2,1,0.7383034825325012,2,"overcomplex_heads,nonbest_heads,best_heads","overcomplex_heads,best_heads"
1319,1,Kids,9- to 10-year-olds,10,129,33.68036529680366,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many legs does the blue monster have?,How many legs does the blue monster have?,(legs b),(legs c),NA,1.584962500721156,6.754887502163456,0,0,0,0.8042423725128174,9,NA,NA,NA,NA,NA
1319,2,Kids,9- to 10-year-olds,10,129,33.68036529680366,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,What head does the blue monster have?,What shape is the blue monster's head?,(shape b),(shape c),NA,1,2,0,0,0,0.4903737008571625,9,0,0.7072505354881287,1,best_legs,best_legs
1319,3,Kids,9- to 10-year-olds,10,129,33.68036529680366,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have?,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,0,0,0,0.7946264743804932,9,1,0.6117094159126282,1,"best_legs,zero_legs",zero_legs
1319,4,Kids,9- to 10-year-olds,10,129,33.68036529680366,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,What head does the purple monster have?,What shape is the purple monster's head?,(shape p),(shape c),NA,0.9999999999999998,4.584962500721156,0,0,0,0.4901459813117981,9,1,0.7266712188720703,1,"best_legs,zero_legs,overcomplex_legs","best_legs,overcomplex_legs"
1321,1,Kids,5- to 6-year-olds,5,71,-24.319634703196343,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many legs are on the purple?,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,3.169925001442312,0,0,0,0.6266854405403137,11,NA,NA,NA,NA,NA
1321,2,Kids,5- to 6-year-olds,5,71,-24.319634703196343,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many legs are on the red and blue,NA,NA,NA,ambiguous,NA,6.1699250014423175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1321,3,Kids,5- to 6-year-olds,5,71,-24.319634703196343,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What's the red color's head?,What shape is the red monster's head?,(shape r),(shape c),NA,1,1,0,0,0,0.7074099779129028,11,0,0.5984600782394409,1,zero_heads,zero_heads
1321,4,Kids,5- to 6-year-olds,5,71,-24.319634703196343,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many has two legs?,How many monsters have two legs?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.6982458350160314,5.75488750216347,0,0,0,0.7383034825325012,2,0,0.823284387588501,11,"zero_heads,overcomplex_heads","zero_heads,overcomplex_heads"
1322,1,Kids,5- to 6-year-olds,5,60,-35.31963470319634,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Does the red monster have a square head?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,2,0,0,0,0.5253543257713318,10,NA,NA,NA,NA,NA
1322,2,Kids,5- to 6-year-olds,5,60,-35.31963470319634,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Does the blue monster have a square head?,Does the blue monster have a square head?,(== (shape b) Square),(== (shape c) s),NA,1.0000000000000009,6.754887502163456,0,0,0,0.5054612159729004,10,1,NA,NA,zero_legs,
1322,3,Kids,5- to 6-year-olds,5,60,-35.31963470319634,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Does the red monster have a square head and the purple monster a circle head?,Does the red monster have a square head and the purple monster have a circle head?,(and (== (shape r) Square) (== (shape p) Circle)),(and (== (shape c) s) (== (shape c) s)),NA,0.8112781244591322,4.584962500721156,0,0,0,0.5401151776313782,11,0,0.9138224124908447,5,"zero_legs,best_legs","zero_legs,best_legs"
1322,4,Kids,5- to 6-year-olds,5,60,-35.31963470319634,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does the purple monster have two feet?,Does the purple monster have two legs?,(== (legs p) 2),(== (legs c) n),NA,0.9182958340544896,1.584962500721156,0,0,0,0.7196745276451111,9,0,0.6904877424240112,2,"zero_legs,best_legs,nonbest_legs","zero_legs,best_legs,nonbest_legs"
1323,1,Kids,9- to 10-year-olds,9,108,12.680365296803657,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does all the monsters have three legs?,Do all the monsters have three legs?,(all (map (lambda x0 (== (legs x0) 3)) (set b r p))),(all (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.9182958340544896,1.584962500721156,0,0,0,0.8613627552986145,3,NA,NA,NA,NA,NA
1323,2,Kids,9- to 10-year-olds,9,108,12.680365296803657,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,What does all the legs equal together?,How many legs do all the monsters have combined together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,1.584962500721156,4.584962500721156,0,1,1,1,0,0,0.8613627552986145,3,overcomplex_legs,overcomplex_legs
1323,3,Kids,9- to 10-year-olds,9,108,12.680365296803657,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Does all the monsters have round heads?,Do all the monsters have a circle head?,(all (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(all (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,0.8112781244591324,6.754887502163456,0,0,0,0.5621829628944397,4,0,0.655414342880249,2,"overcomplex_legs,nonbest_legs","overcomplex_legs,nonbest_legs"
1323,4,Kids,9- to 10-year-olds,9,108,12.680365296803657,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,What do all the legs on the monsters equal?,How many legs do all the monsters have combined together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,-0,2,0,1,1,1,0,1,0.8613627552986145,3,"overcomplex_legs,nonbest_legs,best_legs","overcomplex_legs,best_legs"
1324,1,Kids,5- to 6-year-olds,6,73,-22.319634703196343,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many monsters have circle heads?,How many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,6.1699250014423175,1,0,1,0.8565942645072937,0,NA,NA,NA,NA,NA
1324,2,Kids,5- to 6-year-olds,6,73,-22.319634703196343,heads,good,exposure,3,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Does the purple monster have three legs?,Does the purple monster have three legs?,(== (legs p) 3),(== (legs c) n),NA,0.9182958340544896,3.169925001442312,0,0,0,0.5735365152359009,11,0,0.560977041721344,11,best_heads,best_heads
1324,3,Kids,5- to 6-year-olds,6,73,-22.319634703196343,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a square head?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,0,0,0,0.806182861328125,9,0,0.6878097057342529,2,"best_heads,zero_heads","best_heads,zero_heads"
1324,4,Kids,5- to 6-year-olds,6,73,-22.319634703196343,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Does the red monster have one leg?,Does the red monster have one leg?,(== (legs r) 1),(== (legs c) n),NA,0.9182958340544892,5.75488750216347,0,0,0,0.5144003629684448,11,1,0.7138441801071167,2,"best_heads,zero_heads,overcomplex_heads","best_heads,overcomplex_heads"
1325,1,Kids,9- to 10-year-olds,9,119,23.680365296803657,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Do all of them have two legs?,Do all the monsters have two legs?,(all (map (lambda x0 (== (legs x0) 2)) (set b r p))),(all (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.22853814395352817,5.75488750216347,0,0,0,0.6699846386909485,3,NA,NA,NA,NA,NA
1325,2,Kids,9- to 10-year-olds,9,119,23.680365296803657,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Is the red one's circle?,Does the red monster have a circle head?,(== (shape r) Circle),(== (shape c) s),NA,1,1,0,0,0,0.674372673034668,9,0,0.5816712975502014,11,nonbest_heads,nonbest_heads
1325,3,Kids,9- to 10-year-olds,9,119,23.680365296803657,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Do they all have square heads?,Do all the monsters have a square head?,(all (map (lambda x0 (== (shape x0) Square)) (set b r p))),(all (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,0.5435644431995978,6.1699250014423175,0,0,0,0.9209755659103394,1,0,0.7231034636497498,2,"nonbest_heads,overcomplex_heads","nonbest_heads,overcomplex_heads"
1325,4,Kids,9- to 10-year-olds,9,119,23.680365296803657,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Do the blue and purple ones all have one leg?,Do the blue monster and the purple monster both have one leg?,(and (== (legs b) 1) (== (legs p) 1)),(and (== (legs c) n) (== (legs c) n)),NA,0.5032583347756454,3.169925001442312,0,0,0,0.4998351037502289,11,0,0.831163227558136,7,"nonbest_heads,overcomplex_heads,best_heads","nonbest_heads,overcomplex_heads,best_heads"
1326,1,Kids,9- to 10-year-olds,9,112,16.680365296803657,heads,good,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Is the red monster's head a square?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,0,0,0,0.806182861328125,9,NA,NA,NA,NA,NA
1326,2,Kids,9- to 10-year-olds,9,112,16.680365296803657,heads,good,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Can you show me all the missing things we have of the monster,NA,NA,NA,invalid,NA,6.1699250014423175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1326,3,Kids,9- to 10-year-olds,9,112,16.680365296803657,heads,good,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Can you show me the blue monster's legs and the purple monster's legs,NA,NA,NA,invalid,NA,3.169925001442312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
